chunkid	passagefails	worderrors	gbindex	error	cleanerror	diverge_from_clean
33325_0	0.02368	0.00898	33325	0.8591934741517739	0.9994611006073051	-0.14026762645553115
33325_1	0.02633	0.00773	33325	0.18511331418558663	0.9994611006073051	-0.8143477864217185
33325_2	0.03093	0.00774	33325	0.017280373298988683	0.9994611006073051	-0.9821807273083164
33325_3	0.03357	0.00595	33325	0.5412010269745722	0.9994611006073051	-0.4582600736327329
33325_4	0.52344	0.04254	33325	0.9955657918410769	0.9994611006073051	-0.0038953087662282337
33319_0	0.10544	0.02013				
33319_1	0.03746	0.00819				
33319_2	0.04854	0.01328				
33319_3	0.03496	0.01261				
33319_4	0.04357	0.01628				
35531_0	0.05336	0.02488	35531	1.8606386701369715e-06	6.315660840033877e-05	-6.12959697302018e-05
35531_1	0.00204	0.01584	35531	2.1629098963860116e-05	6.315660840033877e-05	-4.152750943647865e-05
35531_2	0.0023	0.01717	35531	0.0007453959271593869	6.315660840033877e-05	0.0006822393187590481
35531_3	0.00204	0.01384	35531	0.04245766339497037	6.315660840033877e-05	0.04239450678657003
35531_4	0.00332	0.0125	35531	0.005399097756735416	6.315660840033877e-05	0.005335941148335077
35531_5	0.00511	0.01536	35531	0.006018587185807722	6.315660840033877e-05	0.0059554305774073835
35531_6	0.0046	0.01241	35531	0.00012559981878712545	6.315660840033877e-05	6.244321038678669e-05
35531_7	0.1585	0.02792	35531	6.206516035889287e-06	6.315660840033877e-05	-5.695009236444948e-05
28992_0	0.04537	0.03297				
28992_1	0.0293	0.03286				
28992_2	0.02387	0.02974				
28992_3	0.0253	0.03557				
28992_4	0.02198	0.03179				
28992_5	0.37249	0.08181				
28366_0	0.21065	0.05601	28366	0.004638046584890532	0.04652761213117758	-0.04188956554628705
28366_1	0.17768	0.06434	28366	0.6639276698850359	0.04652761213117758	0.6174000577538583
28366_2	0.17235	0.06041	28366	0.005871814845343493	0.04652761213117758	-0.040655797285834086
28366_3	0.19361	0.06568	28366	0.2863654808485715	0.04652761213117758	0.23983786871739393
28366_4	0.13452	0.04961	28366	0.0003499211348131359	0.04652761213117758	-0.04617769099636444
28366_5	0.20091	0.05873	28366	0.0025090772555436125	0.04652761213117758	-0.044018534875633966
LennCFQfic_0	0.11477	0.05546	LennCFQfic	0.044767342018475764	0.002956150625210352	0.04181119139326541
LennCFQfic_1	0.02568	0.03723	LennCFQfic	9.529493936166755e-05	0.002956150625210352	-0.0028608556858486845
LennCFQfic_2	0.02869	0.04207	LennCFQfic	0.10461723904641318	0.002956150625210352	0.10166108842120283
LennCFQfic_3	0.03144	0.042	LennCFQfic	0.00010839377552396279	0.002956150625210352	-0.0028477568496863893
LennCFQfic_4	0.03045	0.04205	LennCFQfic	0.0017909668561995051	0.002956150625210352	-0.001165183769010847
58125_0	0.10495	0.03855	58125	0.005339920741023074	0.005051260850082923	0.00028865989094015165
58125_1	0.07007	0.04554	58125	6.232909743886239e-10	0.005051260850082923	-0.005051260226791948
58125_2	0.04534	0.0315	58125	4.125112251784913e-09	0.005051260850082923	-0.005051256724970671
58125_3	0.04286	0.02884	58125	0.00011393024397199358	0.005051260850082923	-0.004937330606110929
58125_4	0.19516	0.05895	58125	6.486618248424669e-06	0.005051260850082923	-0.005044774231834498
LewiMMRfic_0	0.13457	0.07555	LewiMMRfic	0.26047058896915964	0.9948778167968259	-0.7344072278276662
LewiMMRfic_1	0.05322	0.05957	LewiMMRfic	0.8426955156772163	0.9948778167968259	-0.1521823011196095
LewiMMRfic_2	0.03783	0.05252	LewiMMRfic	0.38365706521896625	0.9948778167968259	-0.6112207515778596
32511_0	0.05186	0.02838	32511	2.11354043256895e-05	4.28762058832799e-06	1.684778373736151e-05
32511_1	0.0272	0.02579	32511	5.133870308315913e-06	4.28762058832799e-06	8.462497199879234e-07
32511_2	0.03383	0.02631	32511	1.5403995736740228e-06	4.28762058832799e-06	-2.747221014653967e-06
32511_3	0.03748	0.0284	32511	1.7885266045958303e-08	4.28762058832799e-06	-4.2697353222820315e-06
32511_4	0.46583	0.08091	32511	0.001766148870351314	4.28762058832799e-06	0.0017618612497629859
48446_0	0.54145	0.05865				
48446_1	0.04724	0.02491				
50553_0	0.04772	0.00908	50553	0.00490581958031111	0.3679163652288422	-0.3630105456485311
johnston.01_0	0.15506	0.17138				
johnston.01_1	0.28133	0.16554				
johnston.01_10	0.30851	0.16661				
johnston.01_11	0.73411	0.1833				
johnston.01_2	0.06094	0.15746				
johnston.01_3	0.05081	0.15972				
johnston.01_4	0.69272	0.18931				
johnston.01_5	0.1739	0.16472				
johnston.01_6	0.5721	0.16885				
johnston.01_7	0.06452	0.17516				
johnston.01_8	0.04128	0.17279				
johnston.01_9	0.4443	0.183				
32089_0	0.07708	0.03289				
33185_0	0.029	0.01287	33185	0.0007376140530477304	0.3364399151270732	-0.3357023010740255
33185_1	0.00297	0.01159	33185	0.022964098438477798	0.3364399151270732	-0.3134758166885954
33185_2	0.0114	0.01568	33185	0.7019311194354223	0.3364399151270732	0.3654912043083491
33185_3	0.0109	0.0137	33185	0.06398445280397835	0.3364399151270732	-0.27245546232309487
33185_4	0.11635	0.05357	33185	0.17730871804944048	0.3364399151270732	-0.15913119707763274
33185_5	0.01381	0.01834	33185	5.211883616784707e-05	0.3364399151270732	-0.33638779629090537
33185_6	0.0585	0.01689	33185	0.1678004568051149	0.3364399151270732	-0.1686394583219583
36016_0	0.15049	0.0242				
36016_1	0.01439	0.01398				
36016_2	0.02295	0.01686				
36016_3	0.0179	0.014				
36016_4	0.02651	0.01414				
36016_5	0.02675	0.0172				
39709_0	0.02333	0.03227	39709	0.00014219249815450308	9.626685463596611e-07	0.00014122982960814343
39709_1	0.01996	0.03089	39709	5.8041534689579066e-08	9.626685463596611e-07	-9.046270116700821e-07
39709_2	0.02248	0.02739	39709	0.029730215150252648	9.626685463596611e-07	0.029729252481706287
39709_3	0.02109	0.02872	39709	4.84312590032232e-12	9.626685463596611e-07	-9.626637032337608e-07
49985_0	0.12766	0.02388				
49985_1	0.04732	0.01585				
49985_2	0.05223	0.01455				
49985_3	0.0576	0.01411				
49985_4	0.06497	0.01472				
49985_5	0.06078	0.01644				
49985_6	0.05783	0.01535				
49985_7	0.05441	0.01544				
49985_8	0.05346	0.01988				
6081_0	0.09249	0.03065	6081	0.1965517541857298	0.12964685152885141	0.06690490265687837
6081_1	0.0543	0.03509	6081	0.16715715322258806	0.12964685152885141	0.03751030169373665
6081_2	0.03452	0.03398	6081	0.00018607589919972245	0.12964685152885141	-0.1294607756296517
6081_3	0.02774	0.03065	6081	0.01477247015686911	0.12964685152885141	-0.1148743813719823
6081_4	0.03647	0.04327	6081	0.9210822662806183	0.12964685152885141	0.7914354147517668
6081_5	0.06196	0.04141	6081	0.9497997546384137	0.12964685152885141	0.8201529031095622
6081_6	0.05787	0.02511	6081	0.24584769361103243	0.12964685152885141	0.11620084208218101
6081_7	0.09877	0.03392	6081	0.010341735891964743	0.12964685152885141	-0.11930511563688667
6081_8	0.01495	0.02505	6081	0.00010056836851501938	0.12964685152885141	-0.1295462831603364
6081_9	0.0475	0.03311	6081	0.002760019356458754	0.12964685152885141	-0.12688683217239266
45206_0	0.03338	0.01906	45206	0.23633136690256462	0.14641166295004598	0.08991970395251864
45206_1	0.02115	0.01634	45206	0.02212784114340338	0.14641166295004598	-0.1242838218066426
45206_2	0.02293	0.01901	45206	2.744918615738001e-07	0.14641166295004598	-0.1464113884581844
45206_3	0.01707	0.01493	45206	3.092993747788597e-07	0.14641166295004598	-0.1464113536506712
45206_4	0.0293	0.0118	45206	0.20338802371522746	0.14641166295004598	0.05697636076518148
45206_5	0.0237	0.01333	45206	0.3440483094505822	0.14641166295004598	0.1976366465005362
45206_6	0.02777	0.01303	45206	0.019910961076576417	0.14641166295004598	-0.12650070187346957
45206_7	0.02166	0.01458	45206	0.2715325777433505	0.14641166295004598	0.1251209147933045
45206_8	0.36178	0.05347	45206	0.00321515182897103	0.14641166295004598	-0.14319651112107495
49979_0	0.07872	0.00993	49979	0.042418114659324324	0.001137074265499741	0.04128104039382458
49979_1	0.05744	0.00593	49979	0.0004382287756502512	0.001137074265499741	-0.0006988454898494898
49979_2	0.05772	0.00591	49979	2.091522583391736e-05	0.001137074265499741	-0.0011161590396658236
49979_3	0.07154	0.0053	49979	0.06297857922366146	0.001137074265499741	0.061841504958161715
49979_4	0.05796	0.00481	49979	0.9696911602375079	0.001137074265499741	0.9685540859720082
49979_5	0.05514	0.00518	49979	0.00012582881368239374	0.001137074265499741	-0.0010112454518173472
49979_6	0.05489	0.00607	49979	0.000201321498967455	0.001137074265499741	-0.000935752766532286
468_0	0.30589	0.03852				
468_1	0.00736	0.0138				
468_2	0.01473	0.01876				
468_3	0.02569	0.02102				
468_4	0.02499	0.01948				
1880_0	0.05131	0.01828				
1880_1	0.01481	0.01664				
1880_10	0.01508	0.02021				
1880_11	0.01942	0.02404				
1880_12	0.01559	0.02044				
1880_2	0.06212	0.01889				
1880_3	0.0184	0.02166				
1880_4	0.03731	0.01953				
1880_5	0.04166	0.01993				
1880_6	0.02863	0.02029				
1880_7	0.01763	0.02088				
1880_8	0.04091	0.02094				
1880_9	0.02479	0.02066				
32064_0	0.21848	0.02726				
34830_0	0.51578	0.02776	34830	3.103368851919974e-05	5.197219685215693e-05	-2.0938508332957184e-05
39072_0	0.03083	0.02479	39072	3.8089592784951165e-05	1.445046568238073e-07	3.794508812812736e-05
39072_1	0.02203	0.02686	39072	1.4918480730319317e-05	1.445046568238073e-07	1.477397607349551e-05
39072_2	0.02594	0.02267	39072	1.7075866951876684e-05	1.445046568238073e-07	1.6931362295052876e-05
39072_3	0.07295	0.02434	39072	2.304930913299419e-05	1.445046568238073e-07	2.2904804476170382e-05
37710_0	0.02046	0.0105	37710	3.350988737438332e-05	0.00013740898733403118	-0.00010389909995964786
37710_1	0.0138	0.00923	37710	5.451896057162564e-06	0.00013740898733403118	-0.00013195709127686862
37710_2	0.00793	0.00998	37710	2.7760645827656916e-06	0.00013740898733403118	-0.0001346329227512655
37710_3	0.00511	0.00967	37710	4.193407442398822e-07	0.00013740898733403118	-0.0001369896465897913
37710_4	0.01023	0.00868	37710	8.183650146431631e-07	0.00013740898733403118	-0.00013659062231938802
53241_0	0.10194	0.00974				
53241_1	0.01139	0.00807				
53241_2	0.0109	0.00498				
53241_3	0.01235	0.00547				
53241_4	0.03802	0.00528				
53241_5	0.16826	0.03196				
46102_0	0.02771	0.02747	46102	0.8447838158166013	0.37176681417010365	0.4730170016464977
46102_1	0.02606	0.02623	46102	0.4914662019603594	0.37176681417010365	0.11969938779025574
46102_2	0.09633	0.03305	46102	0.0003762850192956524	0.37176681417010365	-0.371390529150808
52003_0	0.29791	0.18657	52003	0.00017491262434243815	0.6341163540101079	-0.6339414413857655
52003_1	0.26303	0.18878	52003	0.028170486338683465	0.6341163540101079	-0.6059458676714244
52003_2	0.40096	0.2422	52003	0.07165485274379657	0.6341163540101079	-0.5624615012663113
52003_3	0.24693	0.19275	52003	0.0030399679062884655	0.6341163540101079	-0.6310763861038194
27661_0	0.06274	0.02206	27661	1.5358848359792177e-07	0.00040038880790847314	-0.0004002352194248752
27661_1	0.05169	0.02336	27661	1.1559217013568102e-06	0.00040038880790847314	-0.00039923288620711633
27661_2	0.04989	0.02617	27661	3.4183322117353754e-06	0.00040038880790847314	-0.00039697047569673777
27661_3	0.05194	0.02073	27661	1.7015336911119228e-05	0.00040038880790847314	-0.0003833734709973539
27661_4	0.0499	0.01949	27661	0.0004286641817528025	0.00040038880790847314	2.8275373844329377e-05
27661_5	0.06025	0.02086	27661	0.002240857560226517	0.00040038880790847314	0.0018404687523180436
55222_0	0.02901	0.02073	55222	2.46506813217362e-06	0.029320917378898415	-0.02931845231076624
55222_1	0.02012	0.01694	55222	1.1500315405532646e-06	0.029320917378898415	-0.02931976734735786
55222_2	0.02807	0.01556	55222	0.03628992636729167	0.029320917378898415	0.006969008988393255
44065_0	0.02181	0.1288				
44065_1	0.01464	0.13041				
44065_2	0.58452	0.1715				
44065_3	0.89806	0.24964				
44065_4	0.89088	0.20638				
44065_5	0.87083	0.15861				
44065_6	0.95539	0.27192				
32642_0	0.03489	0.01507	32642	8.402128855999891e-07	0.3668257495410332	-0.3668249093281476
32642_1	0.01171	0.01324	32642	0.0004820048669065269	0.3668257495410332	-0.36634374467412667
32642_2	0.02415	0.0114	32642	0.9805302351988155	0.3668257495410332	0.6137044856577824
58666_0	0.03253	0.02423				
58666_1	0.00208	0.01417				
58666_2	0.0026	0.01445				
58666_3	0.00442	0.0159				
58666_4	0.00442	0.01427				
58666_5	0.00858	0.01654				
58666_6	0.00728	0.015				
45187_0	0.31704	0.04983	45187	0.9999906187185342	0.9997060717951133	0.00028454692342094745
45187_1	0.07642	0.03531	45187	0.9999751700095532	0.9997060717951133	0.0002690982144398779
45187_2	0.0153	0.02608	45187	0.9999690740283503	0.9997060717951133	0.00026300223323705296
3913_0	0.16946	0.03011				
3913_1	0.0076	0.01894				
3913_2	0.00943	0.01808				
3913_3	0.00734	0.02152				
3913_4	0.00786	0.0192				
3913_5	0.01233	0.02279				
3913_6	0.00866	0.02348				
3913_7	0.0084	0.02331				
3913_8	0.02809	0.02453				
3913_9	0.01392	0.02449				
28380_0	0.00944	0.01578				
28380_1	0.00673	0.01456				
28380_2	0.01294	0.01142				
28380_3	0.87102	0.24532				
40014_0	0.04361	0.01852	40014	0.00012761861085175408	0.027267974839860515	-0.02714035622900876
40014_1	0.01944	0.01208	40014	3.3111991772916127e-06	0.027267974839860515	-0.027264663640683223
40014_2	0.02798	0.01556	40014	0.004408049783085288	0.027267974839860515	-0.022859925056775227
40014_3	0.02537	0.01074	40014	4.4671902819315434e-05	0.027267974839860515	-0.0272233029370412
40014_4	0.01968	0.01309	40014	1.9771605789253854e-06	0.027267974839860515	-0.02726599767928159
40014_5	0.01991	0.01386	40014	2.845010186658392e-06	0.027267974839860515	-0.027265129829673856
40014_6	0.02301	0.01031	40014	1.5902238835519e-05	0.027267974839860515	-0.027252072601024996
40014_7	0.33618	0.10126	40014	0.00018276185716614712	0.027267974839860515	-0.027085212982694368
43864_0	0.01708	0.02523				
43864_1	0.00853	0.02031				
43864_2	0.01148	0.02431				
43864_3	0.0127	0.02414				
9609_0	0.0413	0.1613				
9609_1	0.02882	0.15841				
9609_2	0.03297	0.15725				
9609_3	0.03603	0.17138				
9609_4	0.03076	0.17074				
38018_0	0.01119	0.01357	38018	0.9978921741671115	0.9551284052946907	0.04276376887242084
38018_1	0.00273	0.01214	38018	0.9999575333586921	0.9551284052946907	0.04482912806400141
38018_2	0.00191	0.00897	38018	0.9999989650463625	0.9551284052946907	0.04487055975167187
38018_3	0.05346	0.0185	38018	0.9999997463275188	0.9551284052946907	0.04487134103282808
5083_0	0.06338	0.16072	5083	9.932229692788397e-05	0.0009205886843393444	-0.0008212663874114604
5083_1	0.03284	0.16371	5083	0.013351546980042595	0.0009205886843393444	0.01243095829570325
5083_2	0.05221	0.16177	5083	0.05378307790696124	0.0009205886843393444	0.0528624892226219
AulnMHJfic_0	0.13411	0.17888	AulnMHJfic	3.7370857397522883e-07	1.763901438721151e-07	1.9731843010311373e-07
AulnMHJfic_1	0.13581	0.17984	AulnMHJfic	2.6616207016161297e-09	1.763901438721151e-07	-1.7372852317049897e-07
AulnMHJfic_2	0.15063	0.18442	AulnMHJfic	8.97996552673419e-08	1.763901438721151e-07	-8.659048860477319e-08
AulnMHJfic_3	0.1164	0.17261	AulnMHJfic	1.1097822660843804e-10	1.763901438721151e-07	-1.7627916564550666e-07
AulnMHJfic_4	0.14806	0.18649	AulnMHJfic	3.0407259621334504e-07	1.763901438721151e-07	1.2768245234122994e-07
AulnMHJfic_5	0.14859	0.18733	AulnMHJfic	5.080230680576392e-09	1.763901438721151e-07	-1.713099131915387e-07
AulnMHJfic_6	0.11443	0.17368	AulnMHJfic	4.659057140088407e-09	1.763901438721151e-07	-1.717310867320267e-07
43552_0	0.0347	0.01889	43552	1.2468318624558883e-05	0.16324482141403773	-0.16323235309541317
43552_1	0.01874	0.01473	43552	0.008068001682469794	0.16324482141403773	-0.15517681973156794
43552_2	0.01504	0.01207	43552	1.7716214242291528e-06	0.16324482141403773	-0.1632430497926135
43552_3	0.01435	0.01139	43552	0.005617657314166968	0.16324482141403773	-0.15762716409987076
43552_4	0.9484	0.17038	43552	5.580549089501119e-08	0.16324482141403773	-0.16324476560854684
27759_0	0.06991	0.0181	27759	0.9713808710577052	0.05382337999497996	0.9175574910627252
27759_1	0.02436	0.01183	27759	0.3304918160114536	0.05382337999497996	0.2766684360164737
27759_2	0.39439	0.07354	27759	0.9991035396306557	0.05382337999497996	0.9452801596356757
32340_0	0.10618	0.0371	32340	1.4432881955683818e-05	0.07994749342642535	-0.07993306054446966
32340_1	0.09836	0.0497	32340	2.5123284845829374e-06	0.07994749342642535	-0.07994498109794076
32340_10	0.06449	0.02668	32340	1.8702551214389018e-06	0.07994749342642535	-0.07994562317130391
32340_11	0.07381	0.03658	32340	3.415266037398723e-05	0.07994749342642535	-0.07991334076605136
32340_12	0.0829	0.03002	32340	3.1293769686691064e-08	0.07994749342642535	-0.07994746213265566
32340_2	0.07328	0.03045	32340	4.862215222667388e-07	0.07994749342642535	-0.07994700720490308
32340_3	0.06528	0.0268	32340	4.0038961057753397e-07	0.07994749342642535	-0.07994709303681477
32340_4	0.06448	0.02455	32340	8.569765052712786e-05	0.07994749342642535	-0.07986179577589822
32340_5	0.07409	0.02727	32340	1.5454253750046831e-06	0.07994749342642535	-0.07994594800105034
32340_6	0.05051	0.02621	32340	1.02689724501559e-08	0.07994749342642535	-0.0799474831574529
32340_7	0.06255	0.02914	32340	0.002195162077801127	0.07994749342642535	-0.07775233134862422
32340_8	0.06402	0.02529	32340	4.927898089590599e-10	0.07994749342642535	-0.07994749293363554
32340_9	0.06351	0.02702	32340	9.529896817461747e-06	0.07994749342642535	-0.07993796352960789
54615_0	0.02316	0.01264	54615	0.5818973223886259	0.5072392979572314	0.07465802443139447
54615_1	0.0036	0.00535	54615	0.016725247797417686	0.5072392979572314	-0.49051405015981375
54615_2	0.0036	0.00759	54615	0.9928324275341024	0.5072392979572314	0.48559312957687095
54615_3	0.0036	0.00757	54615	0.7693542056126815	0.5072392979572314	0.2621149076554501
54615_4	0.00412	0.00906	54615	0.031851958432441485	0.5072392979572314	-0.47538733952478995
54615_5	0.00489	0.00782	54615	0.9899100103110813	0.5072392979572314	0.48267071235384984
54615_6	0.00747	0.00975	54615	2.4652332037411462e-05	0.5072392979572314	-0.507214645625194
50698_0	0.06844	0.01327	50698	0.9356726097653686	0.5335713635850519	0.40210124618031673
50698_1	0.1492	0.02046	50698	0.9950446908300792	0.5335713635850519	0.4614733272450273
41795_0	0.07362	0.00806	41795	5.601470428473476e-05	0.000494586931943856	-0.0004385722276591212
41795_1	0.05287	0.011	41795	1.9402923307265674e-05	0.000494586931943856	-0.00047518400863659027
41795_2	0.03878	0.01263	41795	1.2411401917322706e-07	0.000494586931943856	-0.0004944628179246827
28694_0	0.03212	0.01514				
28694_1	0.03345	0.00986				
28694_2	0.04469	0.01427				
28694_3	0.09871	0.01174				
32424_0	0.07375	0.02715				
32424_1	0.0766	0.02492				
32424_2	0.07118	0.01983				
32424_3	0.08461	0.02106				
53031_0	0.05066	0.02283				
53031_1	0.00672	0.01495				
53031_2	0.08295	0.02936				
43168_0	0.02164	0.02065	43168	8.834591180839624e-07	0.0051779655172588595	-0.0051770820581407756
43168_1	0.00541	0.01676	43168	0.00014341465881151372	0.0051779655172588595	-0.005034550858447346
43168_2	0.00643	0.0166	43168	0.05174786566129763	0.0051779655172588595	0.04656990014403877
43168_3	0.00926	0.01445	43168	0.08307410654212732	0.0051779655172588595	0.07789614102486847
43168_4	0.00901	0.0153	43168	0.0033190989311485675	0.0051779655172588595	-0.001858866586110292
43168_5	0.01106	0.01625	43168	5.615923078361451e-05	0.0051779655172588595	-0.005121806286475245
43168_6	0.00875	0.01708	43168	1.0114838083774558e-06	0.0051779655172588595	-0.005176954033450482
43168_7	0.00721	0.01702	43168	0.23976137390194785	0.0051779655172588595	0.234583408384689
43168_8	0.0834	0.02746	43168	0.002116718500149384	0.0051779655172588595	-0.0030612470171094757
34858_0	0.03306	0.02042	34858	8.971070553087657e-10	0.2738456641989487	-0.2738456633018416
34858_1	0.03821	0.01389	34858	2.1271473590323e-06	0.2738456641989487	-0.27384353705158965
34858_10	0.01265	0.01231	34858	0.2931576470249393	0.2738456641989487	0.019311982825990615
34858_11	0.00671	0.0107	34858	0.9923884413686423	0.2738456641989487	0.7185427771696937
34858_12	0.08473	0.01706	34858	0.9989488418651663	0.2738456641989487	0.7251031776662176
34858_2	0.04779	0.01181	34858	0.004364201254108746	0.2738456641989487	-0.26948146294483993
34858_3	0.23295	0.02271	34858	7.395495902207117e-05	0.2738456641989487	-0.2737717092399266
34858_4	0.13814	0.01505	34858	0.0008882761824987595	0.2738456641989487	-0.2729573880164499
34858_5	0.06203	0.01566	34858	0.00979149405938784	0.2738456641989487	-0.26405417013956084
34858_6	0.01498	0.01174	34858	2.6996292867842442e-05	0.2738456641989487	-0.27381866790608084
34858_7	0.10571	0.01857	34858	0.14157616701108344	0.2738456641989487	-0.13226949718786524
34858_8	0.01705	0.01116	34858	0.28355011602664604	0.2738456641989487	0.009704451827697358
34858_9	0.02196	0.01357	34858	0.019370767707854952	0.2738456641989487	-0.2544748964910937
35213_0	0.07135	0.03173	35213	1.8762171816177897e-09	5.042508804160255e-08	-4.854887085998476e-08
35213_1	0.02485	0.02343	35213	4.132297393155682e-09	5.042508804160255e-08	-4.629279064844687e-08
35213_2	0.02512	0.021	35213	2.6371349548526268e-11	5.042508804160255e-08	-5.0398716692054024e-08
35213_3	0.02803	0.02238	35213	1.1162339186299164e-07	5.042508804160255e-08	6.119830382138908e-08
35213_4	0.02987	0.0254	35213	1.0791367799356522e-13	5.042508804160255e-08	-5.042498012792456e-08
35213_5	0.03675	0.02034	35213	4.417583854277041e-09	5.042508804160255e-08	-4.600750418732551e-08
35213_6	0.02749	0.01816	35213	4.156097688223781e-11	5.042508804160255e-08	-5.038352706472031e-08
35213_7	0.69418	0.26861	35213	4.913277378282288e-06	5.042508804160255e-08	4.862852290240685e-06
44165_0	0.03508	0.01336	44165	0.008156595285939039	0.19500795823576642	-0.18685136294982738
44165_1	0.02378	0.00872	44165	0.09209585756586525	0.19500795823576642	-0.10291210066990117
44165_2	0.01789	0.00987	44165	0.00047811979512857317	0.19500795823576642	-0.19452983844063784
44165_3	0.01766	0.00793	44165	0.9905368464157202	0.19500795823576642	0.7955288881799537
44165_4	0.02214	0.0103	44165	0.01242459696321263	0.19500795823576642	-0.18258336127255378
haywood.09_0	0.93288	0.19853	haywood.09	0.7405439625504101	0.002094097362921904	0.7384498651874882
haywood.09_1	0.90958	0.19766	haywood.09	0.2988748287851848	0.002094097362921904	0.2967807314222629
haywood.09_10	0.84694	0.17978	haywood.09	0.9432365817813957	0.002094097362921904	0.9411424844184738
haywood.09_11	0.94184	0.22663	haywood.09	0.03601847871447483	0.002094097362921904	0.03392438135155293
haywood.09_12	0.9355	0.20104	haywood.09	0.0580403723271653	0.002094097362921904	0.0559462749642434
haywood.09_2	0.92926	0.20535	haywood.09	0.17498073599273933	0.002094097362921904	0.17288663862981743
haywood.09_3	0.92691	0.20225	haywood.09	0.04596030912426918	0.002094097362921904	0.04386621176134728
haywood.09_4	1.0	0.28571	haywood.09	0.9999325905188055	0.002094097362921904	0.9978384931558836
haywood.09_5	0.9492	0.17374	haywood.09	0.8412854030751117	0.002094097362921904	0.8391913057121898
haywood.09_6	0.9296	0.19332	haywood.09	0.30701900676587457	0.002094097362921904	0.3049249094029527
haywood.09_7	0.94108	0.18826	haywood.09	0.3639451323978343	0.002094097362921904	0.36185103503491245
haywood.09_8	0.92963	0.1969	haywood.09	0.9805039634358572	0.002094097362921904	0.9784098660729353
haywood.09_9	0.93447	0.20525	haywood.09	0.728774777976369	0.002094097362921904	0.7266806806134471
34440_0	0.04217	0.01921	34440	0.009254130905218871	0.37804836625383664	-0.36879423534861777
34440_1	0.00165	0.01834	34440	0.9975764571827148	0.37804836625383664	0.6195280909288782
34440_2	0.00469	0.02353	34440	2.5772660801393066e-05	0.37804836625383664	-0.37802259359303525
34440_3	0.0091	0.02056	34440	0.0008467258288222812	0.37804836625383664	-0.37720164042501436
34440_4	0.00938	0.02046	34440	0.006974971276217712	0.37804836625383664	-0.37107339497761893
31472_0	0.04512	0.01779				
31472_1	0.03184	0.01649				
31472_2	0.03705	0.01719				
31472_3	0.03374	0.01508				
31472_4	0.03872	0.01696				
31472_5	0.17823	0.03255				
31857_0	0.01752	0.01745	31857	1.1881627526300065e-07	4.9716422032192176e-05	-4.9597605756929175e-05
31857_1	0.02113	0.02053	31857	0.004960756738023875	4.9716422032192176e-05	0.004911040315991683
31857_2	0.00601	0.01535	31857	6.241445349441932e-08	4.9716422032192176e-05	-4.9654007578697756e-05
31857_3	0.02296	0.01642	31857	0.00021737964840973234	4.9716422032192176e-05	0.00016766322637754016
370_0	0.13714	0.13266	370	0.007021968338240758	0.17696440807459704	-0.16994243973635628
370_1	0.02911	0.14096	370	0.7835561661755015	0.17696440807459704	0.6065917581009045
370_2	0.02523	0.13072	370	0.9373114131255748	0.17696440807459704	0.7603470050509777
370_3	0.02728	0.13358	370	0.012899683627411007	0.17696440807459704	-0.16406472444718603
370_4	0.05036	0.13866	370	0.25340349193626976	0.17696440807459704	0.07643908386167272
370_5	0.03796	0.13499	370	0.013613294271968113	0.17696440807459704	-0.16335111380262893
370_6	0.03375	0.13389	370	0.8316006668811889	0.17696440807459704	0.6546362588065919
370_7	0.05255	0.12841	370	0.004184627380744987	0.17696440807459704	-0.17277978069385205
34669_0	0.0416	0.02998	34669	0.02952284950663797	0.9977624449051382	-0.9682395953985002
51967_0	0.03823	0.14691				
51967_1	0.01523	0.13135				
51967_2	0.01947	0.13562				
51967_3	0.0452	0.14462				
51967_4	0.02573	0.14362				
51967_5	0.10524	0.14809				
51967_6	0.02818	0.14323				
51967_7	0.02121	0.14872				
51967_8	0.02517	0.12844				
51967_9	0.1554	0.15771				
28271_0	0.0417	0.02137	28271	0.04687013742284396	0.4171247108828974	-0.3702545734600534
28271_1	0.01034	0.01255	28271	0.004189239786237642	0.4171247108828974	-0.41293547109665973
28271_2	0.01481	0.01462	28271	0.010365867793958539	0.4171247108828974	-0.40675884308893884
28271_3	0.02349	0.01424	28271	0.8141313133331602	0.4171247108828974	0.39700660245026287
41990_0	0.04607	0.01034				
41990_1	0.01468	0.00337				
41990_10	0.01468	0.00487				
41990_11	0.017	0.0063				
41990_2	0.02291	0.00391				
41990_3	0.02498	0.00594				
41990_4	0.01854	0.00407				
41990_5	0.01545	0.00335				
41990_6	0.01236	0.00391				
41990_7	0.01287	0.00318				
41990_8	0.01828	0.00465				
41990_9	0.01957	0.0046				
54351_0	0.05992	0.01229				
54351_1	0.05227	0.01421				
54351_2	0.03342	0.01193				
54351_3	0.17646	0.04525				
46345_0	0.07453	0.02053				
46345_1	0.07743	0.01926				
48396_0	0.01603	0.01535	48396	0.04064854153850861	0.9805217830869417	-0.9398732415484331
48396_1	0.00707	0.01262	48396	0.9995430247631409	0.9805217830869417	0.01902124167619923
48396_2	0.00118	0.00915	48396	0.9996233156081503	0.9805217830869417	0.01910153252120861
48396_3	0.00094	0.01167	48396	0.9941032418297178	0.9805217830869417	0.013581458742776054
48396_4	0.24364	0.07967	48396	0.944558282660329	0.9805217830869417	-0.03596350042661267
12259_0	0.11887	0.15563				
12259_1	0.10594	0.14068				
12259_2	0.04411	0.13869				
12259_3	0.04504	0.13834				
12259_4	0.06656	0.14579				
