docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder
nyp.33433082297304	"Roy, Lillian Elizabeth"	1868-1932.	Girl Scouts at Dandelion Camp	1921	1921	New York;Grosset & Dunlap;c1	"Roy, Lillian Elizabeth | Girl Scouts at Dandelion Camp"		37800	0.2764267	0.955570788	Juvenile audience			1	fic	juv	f			wenyi
uc2.ark=+13960+t3kw5b345	"Golding, Louis"	1895-1958.	Forward from Babylon	1921	1921	"New York;Moffat, Yard;1921."	"Golding, Louis | Forward from Babylon"		56178	0.207142196	0.023061625				2	fic		m			peizhen
uc2.ark=+13960+t9f47k176	"McKenna, Stephen"	1888-1967.	The education of Eric Lane	1921	1921	New York;George H. Doran Com	"McKenna, Stephen | The Education of Eric Lane"		29041	0.225311582	0.000567894				2	fic		m			wenyi
nyp.33433082532114	"Dowd, Emma C"	d. 1938.	When Polly was eighteen	1921	1921	Boston;New York;Houghton Mif	"Dowd, Emma C. | When Polly was Eighteen"		58512	0.059977406	0.424854981				1	fic | romance	juv	f			morgan
nyp.33433074867437	"Jenkins, Herbert George"	1876-1923.	"Malcolm Sage, detective"	1921	1921	New York;George H. Doran Com	"Jenkins, Herbert George | Malcolm Sage, Detective"		28084	0.102255228	0.005662074				1	fic | mystery		m			peizhen
uc2.ark=+13960+t92809b6r	"Singmaster, Elsie"	1879-1958.	Ellen Levis;	1921	1921	Boston;New York;Houghton Mif	"Singmaster, Elsie | Ellen Levis"		52019	0.118119551	0.03183446				2	fic		f			wenyi
uc2.ark=+13960+t17m0gv5v	"Hamsun, Knut"	1859-1952.	Mothwise	1921	1921	London [etc.;Gyldendal;1921	"Hamsun, Knut | Mothwise"		46220	0.184871101	0.002394963				1	fic | historical					peizhen
nyp.33433074807441	"Britton, Sumner Charles"	-1902	Dreamy Hollow	1921	1921	New York;World syndicate com	"Britton, Sumner Charles | Dreamy Hollow"		47010	0.05386399	0.002528058				2	fic		m			ted
uc2.ark=+13960+t89g5j48s	"Gibbs, George"	1870-1942.	The Vagrant Duke	1921	1921	New York;London;D. Appleton	"Gibbs, George | The Vagrant Duke"		29617	0.034322426	0.003007608				2	fic | mystery		m			peizhen
uc2.ark=+13960+t4sj1g62c	"Hughes, Harold F"		Legendary heroes of Ireland	1922	1922	San Francisco;Harr Wagner Pu	"Hughes, Harold F. | Legendary Heroes of Ireland"		50490	0.25385151	0.360766087				1	fic | short		m			peizhen
uc1.b3796859	"Belloc, Hilaire"	1870-1953.	The mercy of Allah	1922	1922	New York;D. Appleton and com	"Belloc, Hilaire | The Mercy of Allah"		47860	0.343870011	0.017699491				1	fic | historical		m			ted
mdp.39015051166422	"Hecht, Ben"	1893-1964.	Gargoyles	1922	1922	New York;Boni and Liveright;	"Hecht, Ben | Gargoyles"		38489	0.034171137	0.000670463				2	fic		m			peizhen
uc2.ark=+13960+t25b06m1c	"Seton, Ernest Thompson"	1860-1946.	Bannertail	1922	1922	New York;Scribner;1922.	"Seton, Ernest Thompson | Bannertail"		42827	0.430089548	0.919365284		Bannertail (Squirrel)|Squirrels|Juvenile fiction		3	fic	juv	m			wenyi
nyp.33433074807946	"Brown, Alice"	1857-1948.	Old Crow	1922	1922	New York;The Macmillan compa	"Brown, Alice | Old Crow"		31372	0.049287112	0.002451094				3	fic		f			ted
uc2.ark=+13960+t3804zv9r	"Vance, Louis Joseph"	1879-1933.	"Linda Lee, incorporated"	1922	1922	New York;E.P. Dutton & Compa	"Vance, Louis Joseph | Linda Lee, Incorporated"		36445	0.083844646	0.031857476				1	fic		m			peizhen
uc2.ark=+13960+t2s46kb90	"Ritchie, Robert Welles"	1879-1942.	Dust of the desert	1922	1922	"New York;Dodd, Mead and Comp"	"Ritchie, Robert Welles | Dust of the Desert"		44691	0.096783849	0.005291855				1	fic		m			wenyi
uc2.ark=+13960+t3416x052	"Housman, Laurence"	1865-1959.	Moonshine & clover	1922	1922	"New York;Harcourt, Brace;192"	"Housman, Laurence | Moonshine & Clover"		34852	0.114234002	0.96210585		Short stories|Fairy tales		1	fic | short		m			peizhen
nyp.33433082535844	"Gordon, Elizabeth"	1866-1922.	Buddy Jim	1922	1922	New York;Chicago [etc.;P. F.	"Gordon, Elizabeth | Buddy Jim"		50553	0.120146628	0.998022823	Juvenile audience			2	fic	juv	m			peizhen
uc2.ark=+13960+t22b8w54c	"Brand, Max"	1892-1944.	The garden of Eden	1922	1922	New York;F.A. Munsey;1922.	"Brand, Max | The Garden of Eden"		33066	0.061770222	0.051407119				1	fic		m			ted
mdp.39015033444939	"Rolland, Romain"	1866-1944.	Pierre and Luce	1922	1922	New York;Henry Holt and comp	"Rolland, Romain | Pierre and Luce"		31542	0.056309643	0.100981926				2	fic | romance		m			wenyi
nyp.33433074930193	"Brighouse, Harold"	b. 1882.	Hepplestall's	1922	1922	New York;McBride;c1922.	"Brighouse, Harold | Hepplestall's"		55288	0.135304321	0.001779742				2	fic | historical		m			ted
uc1.b3144891	"Baring, Maurice"	1874-1945.	Overlooked	1922	1922	Boston;& New York;Houghton M	"Baring, Maurice | Overlooked"		42703	0.094021137	0.000805898				4	fic		m			ted
nyp.33433076064595	"Holland, Rupert Sargent"	1878-1952.	Peter Cottrell's treasure	1922	1922	Philadelphia;& London;J.B. L	"Holland, Rupert Sargent | Peter Cotterell's Treasure"		43670	0.179138793	0.435594439				1	fic	juv	m			peizhen
uc1.31210012521744	"Galsworthy, John"	1867-1933.	The Forsyte Saga	1922	1923	New York|Charles Scribner's	"Galsworthy, John | The Forsyte Saga"	v.15	4397	0.432022431	0.121658949			Manaton ed.	1	fic		m	y		peizhen
uva.x030765441	"Goodchild, George"	b. 1888.	Colorado Jim	1922	1922	New York;W. J. Watt & compan	"Goodchild, George | Colorado Jim"		27453	0.153935736	0.01095203				1	fic		m			peizhen
nyp.33433082524889	"Bailey, Arthur Scott"	1877-1949.	The tale of Reddy Woodpecker	1922	1922	New York;Grosset & Dunlap;c1	"Bailey, Arthur Scott | The Tale of Reddy Woodpecker"		43447	0.044985334	0.994949518	Juvenile audience			1	fic	juv	m			ted
uc2.ark=+13960+t0tq5wd3z	"Buchholtz, Johannes"	1882-1940.	Egholm and his God	1922	1922	New York;A. A. Knopf;1922.	"Buchholtz, Johannes | Egholm and his God"		46913	0.158835615	0.016973335				2	fic		m			ted
mdp.39015002758475	"Sandburg, Carl"	1878-1967.	Rootabaga stories	1922	1922	"New York;Harcourt, Brace and"	"Sandburg, Carl | Rootabaga Stories"		27085	0.689860889	0.966427398		"Children's stories, American"		1	fic | short	juv	m			wenyi
uc2.ark=+13960+t29884c5x	"Gerard, Louise"	1878-1970.	A son of the Sahara	1922	1922	New York;Macaulay;c1922.	"Gerard, Louise | A Son of the Sahara"		36914	0.051311014	0.001709767				1	fic | romance		m			peizhen
uc2.ark=+13960+t6154hd2j	"Devereux, Blanche"		Star of Mercia;	1922	1922	London;Cape;1922.	"Devereux, Blanche | Star of Mercia"		39903	0.175562065	0.177476118				1	fic | folklore | short		f			morgan
uc1.$b85950	"Bennett, Arnold"	1867-1931.	Riceyman Steps	1923	1923	New York|G.H. Doran Co.|c192	"Bennett, Arnold | Riceyman Steps"		58666	0.052266533	0.011215581				2	fic		m			ted
mdp.39015063976990	"Vance, Louis Joseph"	1879-1933.	The Lone Wolf returns	1923	1923	New York|E. P. Dutton & comp	"Vance, Louis Joseph | The Lone Wolf Returns"		59177	0.041695824	0.004537086				1	fic | mystery		m			peizhen
mdp.39015063931508	"Hough, Emerson"	1857-1923.	North of 36	1923	1923	"New York|McKinlay, Stone & M"	"Hough, Emerson | North of 36"		59201	0.215605314	0.005980872				1	fic		m			peizhen
nc01.ark=+13960+t3st8380w	"Boyd, Thomas"	1898-1935.	Through the wheat	1923	1923	New York|C. Scribner's sons|	"Boyd, Thomas | Through the Wheat"		58796				"World War, 1914-1918"		3	fic		m			ted
uiuo.ark=+13960+t00002z3m	"Bunin, Ivan Alekseevich"	1870-1953.	"The gentleman from San Francisco, and other stories"	1923	1923	New York|T. Seltzer|1923.	"Bunin, Ivan Alekseyevich | The Gentleman from San Francisco"		44998			Short stories		The gentleman from San Francisco. Gentle breathing. Kasimir Stanislavovitch. Son.	2	fic | short		m			ted
mdp.39076002338619	"Lester, Pauline"		Marjorie Dean at Hamilton Arms	1925	1925	New York|A.L. Burt Co.|c1925	"Lester, Pauline | Marjorie Dean at Hamilton Arms"		52626	0.102848499	0.715973178	Juvenile audience	Young women|Women biographers|Juvenile fiction		1	fic	juv	f			peizhen
mdp.39015030319779	"Mallet, Thierry"		Plain tales of the North	1925	1925	"New York|Privately printed,"	"Mallet, Thierry | Plain Tales of the North"		56828	0.742670973	0.192250804				2	fic | folklore | short		m			peizhen
mdp.39076002700305	"Lester, Pauline"		Marjorie Dean's romance	1925	1925	New York|A.L. Burt|c1925.	"Lester, Pauline | Marjorie Dean's Romance"		53440	0.448046786	0.871412078	Juvenile audience	Families|Young women|Juvenile fiction|Friendship		1	fic	juv	f			peizhen
pst.000015654311	"Cambridge, Ada"	1844-1926.	Materfamilias	1926		"London|New York|Ward, Lock."	"Cambridge, Ada | Materfamilias"		40659	0.094435973	0.09522611				1	fic		f		in copyright	ted
uc1.b4097431	"Dreiser, Theodore"	1871-1945.	Jennie Gerhardt	1926	1926	Cleveland|World Publishing|c	"Dreiser, Theodore | Jennie Gerhardt"		28988	0.067740847	0.058299391	Bibliographies			3	fic | romance		m			morgan
mdp.39076002576069	"Lester, Pauline"		Marjorie Dean Macy	1926	1926	New York|A.L. Burt|c1926.	"Lester, Pauline | Marjorie Dean Macy"		53637	0.241473543	0.976658872	Juvenile audience	Conduct of life|Weddings|College stories|Young women|College students|Man-woman relationships|Juvenile fiction|Friendship|Dormitories		1	fic	juv	f			peizhen
coo.31924024147641	"Gilson, Charles"	b. 1878.	Held by Chinese brigands	1927	1927	"New York|Dodd, Mead & Co.|19"	"Gilson, Charles | Held by Chinese Brigands"		39254	0.14621079	0.16629945				1	fic	juv	m			peizhen
osu.32435057540189	"Lester, Pauline"		Marjorie Dean Macy's Hamilton Colony	1930	1930	New York|A.L. Burt|c1930.	"Lester, Pauline | Marjorie Dean Macy's Hamilton Colony"		53987	0.062992147	0.346608578				1	fic	juv	f			peizhen
mdp.39076002652126	"Moyer, Bess"		Gypsies of the air	1932	1932	Chicago|Goldsmith Pub. Co.|c	"Moyer, Bess | Gypsies of the Air"		47554	0.196628905	0.918246947	Juvenile audience	Adventure stories|Girl flyers (Fictitious characters)|Women air pilots|Juvenile fiction		1	fic	juv	f			wenyi
wu.89052491800	"North, Sterling"	1906-1974.	Plowing on Sunday	1934	1934	New York|The Macmillan compa	"North, Sterling | Plowing On Sunday"		46200	0.099726493	0.035027711				1	fic		m			wenyi
mdp.39076002283252	"Rankin, Carroll Watson"	b. 1870.	The adopting of Rosa Marie	1936	1936	New York|Holt|c1936.	"Rankin, Carroll Watson | The Adopting of Rosa Marie"		46059	0.655598138	0.996736417	Juvenile audience	Motherhood|Indians of North America|Housekeeping|Cottages|Conduct of life|Girls|Adoption|Juvenile fiction		1	fic	juv	f			wenyi
osu.32435056657976	"Hill, Grace Livingston"	1865-1947.	Dawn of the morning	1939	1939	New York|Grosset & Dunlap|c1	"Hill, Grace Livingston | Dawn of the Morning"		37698	0.031816293	0.127387254				1	fic		f			peizhen
uc1.b3810834	"Buchan, John"	1875-1940.	Midwinter	1940	1960	London|Hodder and Stoughton|	"Buchan, John | Midwinter"		59178	0.126861571	0.009513321		"Jacobite Rebellion, 1745-1746|18th century|History|henn|Johnson, Samuel|1709-1784"		1	fic | historical		m		in copyright	ted
pst.000032916447	"Tagore, Rabindranath"	1861-1941.	Stories from Tagore	1941	1958	London|Macmillan|1958.	"Tagore, Rabindranath | Stories from Tagore"		33525	0.023258735	0.237004668		East Indian|East Indians|Textbooks for foreign speakers|English language	[Illustrated ed.].	1	fic | short	juv	m			wenyi
mdp.39076002631146	"Bowen, Robert Sidney"	1900-1977.	Dave Dawson with the Pacific fleet	1942	1942	New York|Crown publishers|c1	"Bowen, Robert Sidney | Dave Dawson with the Pacific Fleet"		50217	0.128103758	0.750762032	Juvenile audience	"United States|Juvenile fiction|Navy|World War, 1939-1945"		1	fic	juv	m			ted
osu.32435057544645	"Sutton, Jeff"		First on the moon	1958	1958	New York|Ace Books|1958.	"Sutton, Jeff | First on the Moon"		43235	0.038914014	0.03528718	Science fiction	Science fiction		1	fic | sf		m			wenyi
mdp.39015003744078	"Hesse, Hermann"	1877-1962.	Peter Camenzind	1962	1969	"New York|Farrar, Straus and"	"Hesse, Hermann | Peter Camenzind"		52989	0.175645277	0.029217732				1	fic | short		m			peizhen
uc1.$b451175	"Pangborn, Edgar"	1909-1976.	The trial of Callista Blake	1962	1962	New York|St. Martin's Press|	"Pangborn, Edgar | The Trial of Callista Blake"		39826						1	fic | mystery		m			wenyi
pst.000020509880	"Kock, Charles Paul de"	-1876	The barber of Paris	2100		London|C. Daly|n.d.].	"Kock, Charles Paul de | The Barber of Paris"		37453	0.037084308	0.026453926			A new ed. /|with a notice of the author.	1	fic		m			peizhen
